App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,New_size,New_version,Income,Installs_log,Reviews_log,Price_log,Income_log,New_size_log,Action,Adventure,Arcade,Board,Card,Casino,Casual,Music,Puzzle,Racing,Role Playing,Simulation,Sports,Strategy,Trivia,Word
Dash Quest Heroes,GAME,4.3,8432,59M,500000.0,Free,0.0,Everyone 10+,Adventure,2018-07-16,1.4.0,4.1 and up,60416.0,4.1,0.0,13.122363377404328,9.039789270781144,0.0,0.0,11.009009249505173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jungle book-The Great Escape,GAME,3.9,2362,25M,100000.0,Free,0.0,Everyone,Action,2013-07-17,1.3,2.3 and up,25600.0,2.3,0.0,11.512925464970229,7.767263996757308,0.0,0.0,10.150347630467653,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bunny Skater,GAME,4.2,139432,4.7M,10000000.0,Free,0.0,Everyone,Adventure,2013-11-20,1.5,2.1 and up,4812.8,2.1,0.0,16.11809565095832,11.845332306201518,0.0,0.0,8.479034314315467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Walking Zombie: Dead City,GAME,4.6,58575,96M,1000000.0,Free,0.0,Teen,Action,2018-02-21,2.55,4.1 and up,98304.0,4.1,0.0,13.815510557964274,10.978063263375997,0.0,0.0,11.49581999706729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dr. Parking 4,GAME,4.4,475369,13M,50000000.0,Free,0.0,Everyone,Racing,2018-03-06,1.14,4.0.3 and up,13312.0,4.0.3,0.0,17.72753356339242,13.071846623536393,0.0,0.0,9.49642116306099,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dr. Driving 2,GAME,4.6,358633,19M,10000000.0,Free,0.0,Everyone,Racing,2018-05-03,1.32,4.0.3 and up,19456.0,4.0.3,0.0,16.11809565095832,12.79005486045905,0.0,0.0,9.875910784765894,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dr. Parker : Parking Simulator,GAME,4.5,14253,81M,1000000.0,Free,0.0,Everyone,Racing,2018-01-18,3.1,4.0 and up,82944.0,4.0,0.0,13.815510557964274,9.564722689855031,0.0,0.0,11.325920960271892,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dr. Parker : Real car parking simulation,GAME,4.6,15829,95M,1000000.0,Free,0.0,Everyone,Racing,2018-07-24,1.29,4.0 and up,97280.0,4.0,0.0,13.815510557964274,9.669598979685738,0.0,0.0,11.485348697199994,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dr. Rocket,GAME,4.0,42182,3.4M,1000000.0,Free,0.0,Everyone,Arcade,2018-01-06,1.11,4.1 and up,3481.6,4.1,0.0,13.815510557964274,10.64974886874556,0.0,0.0,8.15524723722157,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dr. Dominoes,GAME,4.0,2700,5.7M,500000.0,Free,0.0,Everyone,Board,2018-01-03,1.06,4.1 and up,5836.8,4.1,0.0,13.122363377404328,7.90100705199242,0.0,0.0,8.671937980439958,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dr. Gomoku,GAME,3.9,85317,4.5M,5000000.0,Free,0.0,Everyone,Board,2018-01-15,1.54,4.0.3 and up,4608.0,4.0.3,0.0,15.424948470398375,11.354129010223076,0.0,0.0,8.435549202375727,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dr. Chess,GAME,4.1,97209,6.7M,1000000.0,Free,0.0,Everyone,Board,2018-01-14,1.41,4.0.3 and up,6860.8,4.0.3,0.0,13.815510557964274,11.484618578754693,0.0,0.0,8.833579331996374,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dr Dre - Beatmaker,GAME,4.3,146,6.0M,10000.0,Free,0.0,Mature 17+,Music,2018-02-28,5.3.8,4.0 and up,6144.0,4.0,0.0,9.210340371976184,4.983606621708336,0.0,0.0,8.723231274827508,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dr. Splorchy Presents Space Heroes,GAME,4.6,18,31M,100.0,Paid,4.99,Mature 17+,Adventure,2018-07-23,1.0,7.0 and up,31744.0,7.0,499.0,4.605170185988092,2.8903717578961645,1.6074359097634274,6.212606095751519,10.3654590100846,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dr Driving Racer,GAME,4.3,183,68M,10000.0,Free,0.0,Everyone,Racing,2018-06-14,2.1,4.1 and up,69632.0,4.1,0.0,9.210340371976184,5.209486152841421,0.0,0.0,11.15097951077556,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dr. Shogi,GAME,3.3,19291,5.1M,1000000.0,Free,0.0,Everyone,Board,2018-01-02,1.24,4.1 and up,5222.4,4.1,0.0,13.815510557964274,9.867393944887889,0.0,0.0,8.560712345329733,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DraStic DS Emulator,GAME,4.6,87766,12M,1000000.0,Paid,4.99,Everyone,Action,2016-07-19,r2.5.0.3a,2.3 and up,12288.0,2.3,4990000.0,13.815510557964274,11.382429460889227,1.6074359097634274,15.422946467727702,9.416378455387454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDS Emulator - For Android 6,GAME,4.1,14002,19M,1000000.0,Free,0.0,Everyone,Arcade,2018-07-26,pb1.0.0.1,4.0.3 and up,19456.0,4.0.3,0.0,13.815510557964274,9.546955455537143,0.0,0.0,9.875910784765894,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Free DS Emulator,GAME,4.1,22896,19M,1000000.0,Free,0.0,Everyone,Arcade,2018-07-26,pb1.0.0.1,4.0.3 and up,19456.0,4.0.3,0.0,13.815510557964274,10.038717501796231,0.0,0.0,9.875910784765894,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nds4droid,GAME,3.4,107778,8.8M,10000000.0,Free,0.0,Everyone,Arcade,2016-02-12,47,2.3.3 and up,9011.2,2.3.3,0.0,16.11809565095832,11.587828834996891,0.0,0.0,9.106223527083614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MegaNDS (NDS Emulator),GAME,3.4,2218,11M,500000.0,Free,0.0,Everyone,Arcade,2017-10-18,2.0,4.0 and up,11264.0,4.0,0.0,13.122363377404328,7.704361167910313,0.0,0.0,9.329367078397823,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EmuBox - Fast Retro Emulator,GAME,3.9,1576,43M,50000.0,Free,0.0,Everyone,Arcade,2018-08-05,2.1.1,4.1 and up,44032.0,4.1,0.0,10.819778284410283,7.362645270417825,0.0,0.0,10.692671921293016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Simple x3DS Emulator - BETA,GAME,0.0,0,Varies with device,50000.0,Free,0.0,Everyone,Arcade,2018-06-13,Varies with device,Varies with device,,0,0.0,10.819778284410283,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DS Tower Defence,GAME,3.2,768,1.4M,100000.0,Free,0.0,Everyone,Arcade,2013-06-05,1.0,1.5 and up,1433.6,1.5,0.0,11.512925464970229,6.643789733147672,0.0,0.0,7.267944042220666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RetroArch,GAME,3.8,21423,84M,1000000.0,Free,0.0,Everyone,Action,2018-05-04,1.7.3,2.3 and up,86016.0,2.3,0.0,13.815510557964274,9.97222039021722,0.0,0.0,11.362288604442767,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riptide GP: Renegade,GAME,4.7,4328,Varies with device,100000.0,Paid,2.99,Everyone 10+,Racing,2018-06-01,1.2.1,4.1 and up,,4.1,299000.0,11.512925464970229,8.372860820526318,1.095273387402595,12.608198852372823,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Wheelie Challenge,GAME,4.6,137338,51M,5000000.0,Free,0.0,Everyone,Racing,2018-07-13,1.44,4.1 and up,52224.0,4.1,0.0,15.424948470398375,11.830200319668752,0.0,0.0,10.863297438323778,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dirt Trackin Sprint Cars,GAME,3.8,499,47M,10000.0,Paid,3.99,Everyone,Racing,2018-05-10,1.0.13,5.0 and up,48128.0,5.0,39900.0,9.210340371976184,6.212606095751519,1.3837912309017721,10.594131602877955,10.781619407309512,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sword of Chaos - Lame du Chaos,GAME,4.5,23599,96M,100000.0,Free,0.0,Teen,Action,2018-06-01,11.0.2,4.0 and up,98304.0,4.0,0.0,11.512925464970229,10.06895961723459,0.0,0.0,11.49581999706729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Insanity,GAME,4.2,3816,31M,100000.0,Free,0.0,Teen,Arcade,2016-07-07,1.0,3.0 and up,31744.0,3.0,0.0,11.512925464970229,8.246958032568177,0.0,0.0,10.3654590100846,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Retro City Rampage DX,GAME,4.7,416,16M,10000.0,Paid,2.99,Teen,Action,2017-01-12,1.0.5,4.0 and up,16384.0,4.0,29900.000000000004,9.210340371976184,6.030685260261263,1.095273387402595,10.305613759378778,9.704060527839234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shoot! DX - lights for FREE,GAME,0.0,4,Varies with device,100.0,Free,0.0,Everyone,Action,2018-06-23,Varies with device,Varies with device,,0,0.0,4.605170185988092,1.3862943611198906,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa's Monster Shootout DX,GAME,5.0,4,33M,50.0,Paid,1.99,Teen,Action,2013-08-15,1.05,2.2 and up,33792.0,2.2,99.5,3.912023005428146,1.3862943611198906,0.688134638736401,4.600157644164547,10.427979367065934,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Sniper City Fight Shooting Assassin,GAME,4.1,395,54M,50000.0,Free,0.0,Teen,Action,2017-11-24,1.4,2.3 and up,55296.0,2.3,0.0,10.819778284410283,5.978885764901122,0.0,0.0,10.920455852163727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Street Skater 3D,GAME,3.6,120852,21M,10000000.0,Free,0.0,Teen,Action,2017-10-24,1.1,4.0.3 and up,21504.0,4.0.3,0.0,16.11809565095832,11.702321935436144,0.0,0.0,9.975994243322877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DZ-JOKER,GAME,0.0,6,18M,100.0,Free,0.0,Everyone,Arcade,2017-05-04,1.0,2.3 and up,18432.0,2.3,0.0,4.605170185988092,1.791759469228055,0.0,0.0,9.821843563495618,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Super ball DZ,GAME,0.0,24,32M,1000.0,Free,0.0,Teen,Action,2017-09-21,1.0.4,4.1 and up,32768.0,4.1,0.0,6.907755278982137,3.1780538303479458,0.0,0.0,10.39720770839918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ludo Dz,GAME,4.5,17,28M,500.0,Free,0.0,Everyone,Board,2017-08-27,1.0,4.1 and up,28672.0,4.1,0.0,6.214608098422191,2.833213344056216,0.0,0.0,10.263676315774656,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Need for Speed™ No Limits,GAME,4.4,3344300,22M,50000000.0,Free,0.0,Everyone 10+,Racing,2018-07-24,2.12.1,4.1 and up,22528.0,4.1,0.0,17.72753356339242,15.022767962081426,0.0,0.0,10.022514258957768,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lost Journey (Dreamsky),GAME,4.5,32344,29M,1000000.0,Paid,0.99,Everyone,Adventure,2016-10-21,1.3.12,3.0 and up,29696.0,3.0,990000.0,13.815510557964274,10.384183811320607,-0.01005033585350145,13.805460222110773,10.298767635585927,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peggle Blast,GAME,4.1,166251,19M,5000000.0,Free,0.0,Everyone,Card,2017-12-11,2.16.0,4.0.3 and up,19456.0,4.0.3,0.0,15.424948470398375,12.021253973537604,0.0,0.0,9.875910784765894,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Heroes of Dragon Age,GAME,4.2,70389,28M,1000000.0,Free,0.0,Teen,Action,2018-05-09,5.3.1,2.3.3 and up,28672.0,2.3.3,0.0,13.815510557964274,11.161792279937831,0.0,0.0,10.263676315774656,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCRABBLE,GAME,3.9,172281,50M,5000000.0,Free,0.0,Everyone,Word,2018-08-01,5.27.0.729,4.1 and up,51200.0,4.1,0.0,15.424948470398375,12.056882143655496,0.0,0.0,10.843494811027599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Asphalt Xtreme: Rally Racing,GAME,4.5,567984,39M,10000000.0,Free,0.0,Everyone,Racing,2018-07-16,1.7.3b,4.0.3 and up,39936.0,4.0.3,0.0,16.11809565095832,13.24984852829245,0.0,0.0,10.5950334517291,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
League of Stickman 2018- Ninja Arena PVP(Dreamsky),GAME,4.4,32496,99M,1000000.0,Paid,0.99,Teen,Action,2018-07-03,5.3.3,2.3 and up,101376.0,2.3,990000.0,13.815510557964274,10.388872283820167,-0.01005033585350145,13.805460222110773,11.526591655734043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Modern Combat 5: eSports FPS,GAME,4.3,2903386,58M,100000000.0,Free,0.0,Mature 17+,Action,2018-07-24,3.2.1c,4.0 and up,59392.0,4.0,0.0,18.420680743952367,14.881388200064933,0.0,0.0,10.991914816145872,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mass Effect: Andromeda APEX HQ,GAME,3.4,4490,92M,100000.0,Free,0.0,Everyone 10+,Action,2017-09-21,1.18.1,4.1 and up,94208.0,4.1,0.0,11.512925464970229,8.4096079807363,0.0,0.0,11.453260382648493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirror’s Edge™ Companion,GAME,3.4,1995,43M,100000.0,Free,0.0,Everyone,Action,2016-06-28,1.2.2,4.4 and up,44032.0,4.4,0.0,11.512925464970229,7.598399329323964,0.0,0.0,10.692671921293016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stickman Legends: Shadow Wars,GAME,4.4,38419,100M,1000000.0,Paid,0.99,Everyone 10+,Action,2018-08-03,2.3.24,4.1 and up,102400.0,4.1,990000.0,13.815510557964274,10.556307407873451,-0.01005033585350145,13.805460222110773,11.536641991587544,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gear.Club - True Racing,GAME,4.4,140658,37M,1000000.0,Free,0.0,Everyone,Racing,2018-08-01,1.21.2,4.3 and up,37888.0,4.3,0.0,13.815510557964274,11.854086691077573,0.0,0.0,10.542389718243678,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mental Hospital:EB 2 Lite,GAME,4.1,5341,8.8M,100000.0,Free,0.0,Teen,Action,2014-04-30,1.0,4.0 and up,9011.2,4.0,0.0,11.512925464970229,8.58316818033977,0.0,0.0,9.106223527083614,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC Mover,GAME,5.0,5,4.6M,10.0,Free,0.0,Everyone,Racing,2018-08-01,1.11,4.0.3 and up,4710.4,4.0.3,0.0,2.302585092994046,1.6094379124341003,0.0,0.0,8.457528109094502,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EF Jumper,GAME,0.0,4,5.1M,100.0,Free,0.0,Everyone,Arcade,2017-07-13,Build 12,2.2 - 7.1.1,5222.4,2.2,0.0,4.605170185988092,1.3862943611198906,0.0,0.0,8.560712345329733,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
E.G. Chess Free,GAME,4.0,505,23M,10000.0,Free,0.0,Everyone,Board,2014-12-06,1.0.28,2.3 and up,23552.0,2.3,0.0,9.210340371976184,6.22455842927536,0.0,0.0,10.066966021528604,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
E.G. Chess,GAME,4.3,56,23M,1000.0,Paid,0.99,Everyone,Board,2014-12-06,1.0.28,2.3 and up,23552.0,2.3,990.0,6.907755278982137,4.02535169073515,-0.01005033585350145,6.897704943128636,10.066966021528604,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L.A. Crime Stories 2 Mad City Crime,GAME,4.2,3946,42M,100000.0,Free,0.0,Teen,Racing,2017-03-30,1.04,2.3 and up,43008.0,2.3,0.0,11.512925464970229,8.28045768658256,0.0,0.0,10.669141423882822,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LA Stories 4 New Order Sandbox 2018,GAME,4.2,17453,99M,1000000.0,Free,0.0,Mature 17+,Racing,2018-06-01,1.06,2.3 and up,101376.0,2.3,0.0,13.815510557964274,9.767266832624836,0.0,0.0,11.526591655734043,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
L.A. Crime Stories Mad City Crime,GAME,4.0,30008,99M,1000000.0,Free,0.0,Mature 17+,Racing,2017-03-30,1.26,2.3 and up,101376.0,2.3,0.0,13.815510557964274,10.309219291761723,0.0,0.0,11.526591655734043,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Miraculous Ladybug & Cat Noir - The Official Game,GAME,4.5,185382,99M,10000000.0,Free,0.0,Everyone,Action,2018-07-30,1.0.6,4.4 and up,101376.0,4.4,0.0,16.11809565095832,12.130173840021966,0.0,0.0,11.526591655734043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Betul Ke Bohong Eh?,GAME,4.2,601,6.4M,100000.0,Free,0.0,Everyone,Trivia,2015-04-03,1.0.1,2.3 and up,6553.6,2.3,0.0,11.512925464970229,6.398594934535208,0.0,0.0,8.78776979596508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eh Amego!,GAME,3.8,13388,7.1M,500000.0,Free,0.0,Everyone,Arcade,2015-08-24,2.0.5,2.2 and up,7270.4,2.2,0.0,13.122363377404328,9.502114062331216,0.0,0.0,8.891566589646724,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MazeMilitia Classic Multiplayer Shooting Game,GAME,4.4,1294,44M,50000.0,Free,0.0,Mature 17+,Action,2018-03-08,1.2,4.1 and up,45056.0,4.1,0.0,10.819778284410283,7.165493475060845,0.0,0.0,10.715661439517714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZOMBIE RIPPER,GAME,3.7,16073,94M,500000.0,Free,0.0,Mature 17+,Action,2017-11-14,1.4,4.0 and up,96256.0,4.0,0.0,13.122363377404328,9.684896124569141,0.0,0.0,11.474766587869457,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horror Hospital,GAME,3.7,63986,26M,1000000.0,Free,0.0,Teen,Action,2017-10-10,6.0,2.3 and up,26624.0,2.3,0.0,13.815510557964274,11.066419588412538,0.0,0.0,10.189568343620936,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mad Skills Motocross,GAME,4.0,32522,44M,1000000.0,Free,0.0,Everyone,Racing,2016-01-25,1.2.0,2.0 and up,45056.0,2.0,0.0,13.815510557964274,10.389672062385667,0.0,0.0,10.715661439517714,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pineapple Pen,GAME,4.3,157264,65M,10000000.0,Free,0.0,Everyone,Arcade,2016-12-30,1.31,4.0.3 and up,66560.0,4.0.3,0.0,16.11809565095832,11.96568120080641,0.0,0.0,11.10585907549509,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Guess The Emoji,GAME,4.5,76627,23M,5000000.0,Free,0.0,Everyone,Word,2018-07-03,8.16g,4.2 and up,23552.0,4.2,0.0,15.424948470398375,11.24670477403981,0.0,0.0,10.066966021528604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Camping RV Caravan Parking 3D,GAME,3.3,5290,48M,500000.0,Free,0.0,Everyone,Racing,2014-12-18,1.3,2.3 and up,49152.0,2.3,0.0,13.122363377404328,8.573573524852344,0.0,0.0,10.802672816507345,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Grand Bat Superhero Flying Assault Rescue Mission,GAME,4.4,1094,37M,500000.0,Free,0.0,Teen,Action,2018-07-09,1.1,4.1 and up,37888.0,4.1,0.0,13.122363377404328,6.9975959829819265,0.0,0.0,10.542389718243678,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zombie Frontier,GAME,4.2,326689,20M,10000000.0,Free,0.0,Teen,Action,2018-05-30,1.31,4.2 and up,20480.0,4.2,0.0,16.11809565095832,12.696763926988643,0.0,0.0,9.927204079153444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUN JUMP RUN-fun games for free,GAME,4.4,661,42M,100000.0,Free,0.0,Everyone,Action,2018-04-20,1.5.2,3.0 and up,43008.0,3.0,0.0,11.512925464970229,6.493753839851686,0.0,0.0,10.669141423882822,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamago egg,GAME,3.0,49,7.1M,5000.0,Free,0.0,Everyone,Trivia,2017-10-31,1.0.1,2.3.3 and up,7270.4,2.3.3,0.0,8.517193191416238,3.8918202981106265,0.0,0.0,8.891566589646724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Let's Poke The Egg,GAME,3.4,9051,23M,1000000.0,Free,0.0,Everyone,Arcade,2017-02-04,1.2,2.3 and up,23552.0,2.3,0.0,13.815510557964274,9.11063052782717,0.0,0.0,10.066966021528604,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Survival: Prison Escape,GAME,4.0,127810,33M,10000000.0,Free,0.0,Mature 17+,Action,2018-08-01,1.8.8,4.4 and up,33792.0,4.4,0.0,16.11809565095832,11.75830006512576,0.0,0.0,10.427979367065934,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMAGO Monsters Returns,GAME,4.1,104583,37M,1000000.0,Free,0.0,Everyone,Arcade,2016-08-18,3.45,2.3 and up,37888.0,2.3,0.0,13.815510557964274,11.557736293503945,0.0,0.0,10.542389718243678,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Traffic Sniper Counter Attack,GAME,4.3,5339,38M,1000000.0,Free,0.0,Teen,Action,2017-12-05,1.0,2.3 and up,38912.0,2.3,0.0,13.815510557964274,8.582793648500186,0.0,0.0,10.56905796532584,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rope Superhero Unlimited,GAME,4.4,6735,26M,1000000.0,Free,0.0,Mature 17+,Action,2017-05-10,1.1,2.3 and up,26624.0,2.3,0.0,13.815510557964274,8.815073088844464,0.0,0.0,10.189568343620936,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extreme Super Car Driving 3D,GAME,3.9,23104,48M,1000000.0,Free,0.0,Everyone,Racing,2015-08-05,2.2,2.3.3 and up,49152.0,2.3.3,0.0,13.815510557964274,10.047761041692553,0.0,0.0,10.802672816507345,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fast Racing Car Simulator,GAME,3.8,8482,45M,1000000.0,Free,0.0,Everyone,Racing,2015-08-10,1.3,2.3.3 and up,46080.0,2.3.3,0.0,13.815510557964274,9.045701550034536,0.0,0.0,10.738134295369774,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Beach Head Shooting Assault,GAME,3.8,555,44M,100000.0,Free,0.0,Teen,Action,2018-03-02,1.0,4.0 and up,45056.0,4.0,0.0,11.512925464970229,6.318968113746434,0.0,0.0,10.715661439517714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stickman Warriors Heroes 2,GAME,4.4,13714,41M,1000000.0,Free,0.0,Everyone 10+,Action,2017-04-15,1.0.4,4.0.3 and up,41984.0,4.0.3,0.0,13.815510557964274,9.52617248784431,0.0,0.0,10.645043872303761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Target Zombie Shooting US Sniper Killer Squad,GAME,4.3,240,65M,50000.0,Free,0.0,Teen,Action,2017-10-03,1.0.2,4.0 and up,66560.0,4.0,0.0,10.819778284410283,5.480638923341991,0.0,0.0,11.10585907549509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dubai Racing,GAME,4.2,16237,23M,500000.0,Free,0.0,Everyone,Racing,2015-12-23,1.9.1,2.3 and up,23552.0,2.3,0.0,13.122363377404328,9.695047867587114,0.0,0.0,10.066966021528604,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WIZARD Card Game,GAME,4.0,48,4.1M,1000.0,Paid,1.99,Everyone,Card,2014-12-15,1.0.141215,2.1 and up,4198.4,2.1,1990.0,6.907755278982137,3.871201010907891,0.688134638736401,7.595889917718538,8.342458779309714,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Robot Fighting Games™ - Real Boxing Champions 3D,GAME,4.4,30,47M,5000.0,Free,0.0,Everyone,Action,2018-07-02,1.1,4.1 and up,48128.0,4.1,0.0,8.517193191416238,3.4011973816621555,0.0,0.0,10.781619407309512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghost Hunting camera,GAME,3.5,3048,24M,500000.0,Free,0.0,Teen,Action,2017-03-06,1.1,2.3 and up,24576.0,2.3,0.0,13.122363377404328,8.022240916806537,0.0,0.0,10.1095256359474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Panda Bubble Christmas,GAME,4.1,101,31M,10000.0,Free,0.0,Everyone,Arcade,2017-03-14,1.5,4.0 and up,31744.0,4.0,0.0,9.210340371976184,4.61512051684126,0.0,0.0,10.3654590100846,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Racing Moto,GAME,4.3,697805,7.4M,50000000.0,Free,0.0,Everyone,Racing,2018-07-03,1.2.13,3.0 and up,7577.6,3.0,0.0,17.72753356339242,13.455694973086038,0.0,0.0,8.932951805809576,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Train Racing Games 3D 2 Player,GAME,4.3,192374,56M,10000000.0,Free,0.0,Everyone,Racing,2018-01-09,Varies with device,5.0 and up,57344.0,5.0,0.0,16.11809565095832,12.167196672947034,0.0,0.0,10.956823496334602,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Adivina el cantante de Trap y Reggaeton,GAME,4.5,1914,24M,100000.0,Free,0.0,Everyone,Trivia,2018-06-29,3.6.7z,4.0.3 and up,24576.0,4.0.3,0.0,11.512925464970229,7.5569505720129,0.0,0.0,10.1095256359474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fernanfloo,GAME,4.8,526595,49M,10000000.0,Free,0.0,Everyone 10+,Arcade,2018-06-26,2.9,4.0.3 and up,50176.0,4.0.3,0.0,16.11809565095832,13.1741870311265,0.0,0.0,10.823292103710079,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Adivina el Emoji,GAME,0.0,2536,32M,100000.0,Free,0.0,Everyone,Trivia,2016-10-02,1.00,4.0.3 and up,32768.0,4.0.3,0.0,11.512925464970229,7.8383433155571165,0.0,0.0,10.39720770839918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Game of Life,GAME,4.4,18652,63M,100000.0,Paid,2.99,Everyone,Board,2018-07-04,2.1.2,4.4 and up,64512.0,4.4,299000.0,11.512925464970229,9.833708657928211,1.095273387402595,12.608198852372823,11.074606531990986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Red Hands – 2-Player Games,GAME,4.2,93608,Varies with device,10000000.0,Free,0.0,Everyone,Action,2018-02-09,Varies with device,Varies with device,,0,0.0,16.11809565095832,11.446871128898794,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
